Date,Open,High,Low,Close,Adj Close,Volume
2019-04-25,206.83,207.76,205.12,205.28,203.72,18543200
2019-04-26,204.9,205.0,202.12,204.3,202.75,18649100
2019-04-29,204.4,205.97,203.86,204.61,203.05,22204700
2019-04-30,203.06,203.4,199.11,200.67,199.14,46534900
2019-05-01,209.88,215.31,209.23,210.52,208.92,64827300
2019-05-02,209.84,212.65,208.13,209.15,207.56,31996300
2019-05-03,210.89,211.84,210.23,211.75,210.14,20892400
2019-05-06,204.29,208.84,203.5,208.48,206.89,32443100
2019-05-07,205.88,207.42,200.83,202.86,201.32,38763700
2019-05-08,201.9,205.34,201.75,202.9,201.36,26339500
2019-05-09,200.4,201.68,196.66,200.72,199.19,34908600
2019-05-10,197.42,198.85,192.77,197.18,196.43,41208700
2019-05-13,187.71,189.48,182.85,185.72,185.02,57430600
2019-05-14,186.41,189.7,185.41,188.66,187.95,36529700
2019-05-15,186.27,191.75,186.02,190.92,190.2,26544700
2019-05-16,189.91,192.47,188.84,190.08,189.36,33031400
2019-05-17,186.93,190.9,186.76,189.0,188.28,32879100
2019-05-20,183.52,184.35,180.28,183.09,182.4,38612300
2019-05-21,185.22,188.0,184.7,186.6,185.89,28364800
2019-05-22,184.66,185.71,182.55,182.78,182.09,29748600
2019-05-23,179.8,180.54,177.81,179.66,178.98,36529700
2019-05-24,180.2,182.14,178.62,178.97,178.29,23714700
2019-05-28,178.92,180.59,177.91,178.23,177.56,27948200
2019-05-29,176.42,179.35,176.0,177.38,176.71,28481200
2019-05-30,177.95,179.23,176.67,178.3,177.63,21218400
2019-05-31,176.23,177.99,174.99,175.07,174.41,27043600
2019-06-03,175.6,177.92,170.27,173.3,172.64,40396100
2019-06-04,175.44,179.83,174.52,179.64,178.96,30968000
2019-06-05,184.28,184.99,181.14,182.54,181.85,29773400
2019-06-06,183.08,185.47,182.15,185.22,184.52,22526300
2019-06-07,186.51,191.92,185.77,190.15,189.43,30684400
2019-06-10,191.81,195.37,191.62,192.58,191.85,26220900
2019-06-11,194.86,196.0,193.6,194.81,194.07,26932900
2019-06-12,193.95,195.97,193.39,194.19,193.45,18253200
2019-06-13,194.7,196.79,193.6,194.15,193.42,21674600
2019-06-14,191.55,193.59,190.3,192.74,192.01,18761500
2019-06-17,192.9,194.96,192.17,193.89,193.16,14669100
2019-06-18,196.05,200.29,195.21,198.45,197.7,26551000
2019-06-19,199.68,199.88,197.31,197.87,197.12,21124200
2019-06-20,200.37,200.61,198.03,199.46,198.71,21514000
2019-06-21,198.8,200.85,198.15,198.78,198.03,47800600
2019-06-24,198.54,200.16,198.17,198.58,197.83,18220400
2019-06-25,198.43,199.26,195.29,195.57,194.83,21070300
2019-06-26,197.77,200.99,197.35,199.8,199.04,26067500
2019-06-27,200.29,201.57,199.57,199.74,198.98,20899700
2019-06-28,198.68,199.5,197.05,197.92,197.17,31110600
2019-07-01,203.17,204.49,200.65,201.55,200.79,27253000
2019-07-02,201.41,203.13,201.36,202.73,201.96,16935200
2019-07-03,203.28,204.44,202.69,204.41,203.64,11362000
2019-07-05,203.35,205.08,202.9,204.23,203.46,17265500
2019-07-08,200.81,201.4,198.41,200.02,199.26,25338600
2019-07-09,199.2,201.51,198.81,201.24,200.48,20578000
2019-07-10,201.85,203.73,201.56,203.23,202.46,17897100
2019-07-11,203.31,204.39,201.71,201.75,200.99,20191800
2019-07-12,202.45,204.0,202.2,203.3,202.53,17595200
2019-07-15,204.09,205.87,204.0,205.21,204.43,16947400
2019-07-16,204.59,206.11,203.5,204.5,203.73,16866800
2019-07-17,204.05,205.09,203.27,203.35,202.58,14107500
2019-07-18,204.0,205.88,203.7,205.66,204.88,18540600
2019-07-19,205.79,206.5,202.36,202.59,201.82,20929300
2019-07-22,203.65,207.23,203.61,207.22,206.44,22277900
2019-07-23,208.46,208.91,207.29,208.84,208.05,18355200
2019-07-24,207.67,209.15,207.17,208.67,207.88,14991600
2019-07-25,208.89,209.24,206.73,207.02,206.24,13909600
2019-07-26,207.48,209.73,207.14,207.74,206.95,17618900
2019-07-29,208.46,210.64,208.44,209.68,208.89,21673400
2019-07-30,208.76,210.16,207.31,208.78,207.99,33935700
2019-07-31,216.42,221.37,211.3,213.04,212.23,69281400
2019-08-01,213.9,218.03,206.74,208.43,207.64,54017900
2019-08-02,205.53,206.43,201.63,204.02,203.25,40862100
2019-08-05,197.99,198.65,192.58,193.34,192.61,52393000
2019-08-06,196.31,198.07,194.04,197.0,196.25,35824800
2019-08-07,195.41,199.56,193.82,199.04,198.29,33364400
2019-08-08,200.2,203.53,199.39,203.43,202.66,27009500
2019-08-09,201.3,202.76,199.29,200.99,200.99,24619700
2019-08-12,199.62,202.05,199.15,200.48,200.48,22481900
2019-08-13,201.02,212.14,200.48,208.97,208.97,47218500
2019-08-14,203.16,206.44,202.59,202.75,202.75,36547400
2019-08-15,203.46,205.14,199.67,201.74,201.74,27227400
2019-08-16,204.28,207.16,203.84,206.5,206.5,27620400
2019-08-19,210.62,212.73,210.03,210.35,210.35,24413600
2019-08-20,210.88,213.35,210.32,210.36,210.36,26884300
2019-08-21,212.99,213.65,211.6,212.64,212.64,21535400
2019-08-22,213.19,214.44,210.75,212.46,212.46,22253700
2019-08-23,209.43,212.05,201.0,202.64,202.64,46818000
2019-08-26,205.86,207.19,205.06,206.49,206.49,26043600
2019-08-27,207.86,208.55,203.53,204.16,204.16,25873300
2019-08-28,204.1,205.72,203.32,205.53,205.53,15938800
2019-08-29,208.5,209.32,206.66,209.01,209.01,20990500
2019-08-30,210.16,210.45,207.2,208.74,208.74,21143400
2019-09-03,206.43,206.98,204.22,205.7,205.7,20023000
2019-09-04,208.39,209.48,207.32,209.19,209.19,19188100
2019-09-05,212.0,213.97,211.51,213.28,213.28,23913700
2019-09-06,214.05,214.42,212.51,213.26,213.26,19362300
2019-09-09,214.84,216.44,211.07,214.17,214.17,27309400
2019-09-10,213.86,216.78,211.71,216.7,216.7,31777900
2019-09-11,218.07,223.71,217.73,223.59,223.59,44289600
2019-09-12,224.8,226.42,222.86,223.09,223.09,32226700
2019-09-13,220.0,220.79,217.02,218.75,218.75,39763300
2019-09-16,217.73,220.13,217.56,219.9,219.9,21158100
2019-09-17,219.96,220.82,219.12,220.7,220.7,18318700
2019-09-18,221.06,222.85,219.44,222.77,222.77,25340000
2019-09-19,222.01,223.76,220.37,220.96,220.96,22060600
2019-09-20,221.38,222.56,217.47,217.73,217.73,55413100
2019-09-23,218.95,219.84,217.65,218.72,218.72,19165500
2019-09-24,221.03,222.49,217.19,217.68,217.68,31190800
2019-09-25,218.55,221.5,217.14,221.03,221.03,21903400
2019-09-26,220.0,220.94,218.83,219.89,219.89,18833500
2019-09-27,220.54,220.96,217.28,218.82,218.82,25352000
2019-09-30,220.9,224.58,220.79,223.97,223.97,25977400
2019-10-01,225.07,228.22,224.2,224.59,224.59,34805800
2019-10-02,223.06,223.58,217.93,218.96,218.96,34612300
2019-10-03,218.43,220.96,215.13,220.82,220.82,28606500
2019-10-04,225.64,227.49,223.89,227.01,227.01,34619700
2019-10-07,226.27,229.93,225.84,227.06,227.06,30576500
2019-10-08,225.82,228.06,224.33,224.4,224.4,27955000
2019-10-09,227.03,227.79,225.64,227.03,227.03,18692600
2019-10-10,227.93,230.44,227.3,230.09,230.09,28253400
2019-10-11,232.95,237.64,232.31,236.21,236.21,41698900
