Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,1053.02,1075.98,1053.02,1073.21,1073.21,1588300
2018-01-03,1073.93,1096.1,1073.43,1091.52,1091.52,1565900
2018-01-04,1097.09,1104.08,1094.26,1095.76,1095.76,1302600
2018-01-05,1103.45,1113.58,1101.8,1110.29,1110.29,1512500
2018-01-08,1111.0,1119.16,1110.0,1114.21,1114.21,1232200
2018-01-09,1118.44,1118.44,1108.2,1112.79,1112.79,1340400
2018-01-10,1107.0,1112.78,1103.98,1110.14,1110.14,1036700
2018-01-11,1112.31,1114.85,1106.48,1112.05,1112.05,1121200
2018-01-12,1110.1,1131.3,1108.01,1130.65,1130.65,1929300
2018-01-16,1140.31,1148.88,1126.66,1130.7,1130.7,1823100
2018-01-17,1136.36,1139.32,1123.49,1139.1,1139.1,1391500
2018-01-18,1139.35,1140.59,1124.46,1135.97,1135.97,1374900
2018-01-19,1138.03,1143.78,1132.5,1143.5,1143.5,1527600
2018-01-22,1143.82,1166.88,1141.82,1164.16,1164.16,1477500
2018-01-23,1170.62,1178.51,1167.25,1176.17,1176.17,1956900
2018-01-24,1184.98,1187.05,1167.4,1171.29,1171.29,1856400
2018-01-25,1180.71,1185.0,1171.84,1182.14,1182.14,1499200
2018-01-26,1187.53,1187.56,1168.03,1187.56,1187.56,2108500
2018-01-29,1188.0,1198.0,1184.06,1186.48,1186.48,1574700
2018-01-30,1177.72,1187.93,1174.51,1177.37,1177.37,1866900
2018-01-31,1183.81,1186.32,1172.1,1182.22,1182.22,1801100
2018-02-01,1175.99,1187.45,1169.36,1181.59,1181.59,3675700
2018-02-02,1127.42,1131.3,1111.17,1119.2,1119.2,5892100
2018-02-05,1100.61,1114.99,1056.74,1062.39,1062.39,4177500
2018-02-06,1033.98,1087.38,1030.01,1084.43,1084.43,3831500
2018-02-07,1084.97,1086.53,1054.62,1055.41,1055.41,2597100
2018-02-08,1059.87,1063.93,1004.7,1007.71,1007.71,3339600
2018-02-09,1025.88,1051.72,997.0,1046.27,1046.27,4918000
2018-02-12,1056.67,1065.57,1045.49,1054.56,1054.56,2812000
2018-02-13,1050.0,1061.22,1046.92,1054.14,1054.14,1579300
2018-02-14,1054.32,1075.47,1049.8,1072.7,1072.7,2065200
2018-02-15,1083.45,1094.1,1067.23,1091.36,1091.36,1869800
2018-02-16,1093.38,1108.31,1091.55,1095.5,1095.5,1997400
2018-02-20,1092.76,1116.29,1090.0,1103.59,1103.59,1687700
