Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,107.63,108.02,106.81,107.95,102.34,13578800
2018-01-03,107.86,108.49,107.48,108.06,102.44,11901000
2018-01-04,108.36,110.03,108.2,109.04,103.91,12953700
2018-01-05,109.26,109.55,107.78,108.34,103.24,14155000
2018-01-08,108.15,108.68,107.7,108.5,103.39,12466500
2018-01-09,108.72,109.63,108.49,109.05,103.92,13292300
2018-01-10,109.47,110.7,109.39,110.25,105.06,15834500
2018-01-11,110.67,110.93,110.05,110.84,105.62,13676800
2018-01-12,111.65,112.85,110.84,112.67,107.37,18884200
2018-01-16,111.51,113.43,111.07,112.27,106.99,22703300
2018-01-17,111.89,113.3,111.31,112.99,107.67,14940300
2018-01-18,112.76,113.72,112.27,113.26,107.93,14572900
2018-01-19,113.94,114.34,112.8,113.01,107.69,18785500
2018-01-22,112.66,114.39,112.5,114.33,108.95,12475700
2018-01-23,113.67,114.64,113.35,114.21,108.84,12320800
2018-01-24,114.86,116.0,114.66,115.67,110.23,15904500
2018-01-25,116.04,116.17,115.08,115.7,110.26,13510000
2018-01-26,115.7,116.32,114.96,116.32,110.85,13883900
2018-01-29,116.02,117.35,116.02,116.2,110.73,11679900
2018-01-30,115.53,116.6,114.98,115.11,109.69,14279100
2018-01-31,115.65,116.66,115.16,115.67,110.23,13141400
2018-02-01,115.77,116.99,115.48,116.87,111.37,13800600
2018-02-02,116.49,116.92,114.09,114.28,108.9,16477300
2018-02-05,113.0,114.59,103.98,108.8,103.68,30097600
2018-02-06,106.85,112.48,106.61,112.11,106.83,33114800
2018-02-07,111.55,114.45,111.15,112.87,107.56,21878300
2018-02-08,113.11,113.11,107.84,107.88,102.8,27425800
2018-02-09,109.1,111.05,106.23,110.04,104.86,28188000
2018-02-12,111.17,112.73,110.07,111.74,106.48,18043300
2018-02-13,111.32,113.05,110.8,112.43,107.14,16358200
2018-02-14,112.63,115.27,112.53,115.03,109.62,15186900
2018-02-15,115.74,115.99,114.22,115.51,110.07,12130200
2018-02-16,114.55,116.07,114.5,114.68,109.28,13214300
2018-02-20,114.65,115.39,113.97,114.71,109.31,13461500
2018-02-21,115.0,117.45,114.67,115.19,109.77,14212500
2018-02-22,115.5,116.43,114.76,114.98,109.57,17070400
2018-02-23,115.31,117.39,115.31,117.31,111.79,12162500
2018-02-26,118.14,118.9,117.32,118.77,113.18,16511200
2018-02-27,118.91,119.33,117.35,117.36,111.84,17563300
2018-02-28,117.82,118.49,115.34,115.5,110.06,17735600
2018-03-01,115.48,116.64,112.65,113.43,108.09,18690000
2018-03-02,112.39,113.56,111.12,113.32,107.99,18353700
2018-03-05,112.05,115.93,111.89,115.06,109.65,13933000
2018-03-06,115.64,115.82,114.32,115.16,109.74,10674400
2018-03-07,113.75,115.1,113.11,114.73,109.33,13006500
2018-03-08,115.11,115.23,113.21,114.74,109.34,11173700
2018-03-09,116.55,118.08,115.67,118.04,112.49,15366600
2018-03-12,118.0,118.75,117.25,117.66,112.12,12339300
2018-03-13,118.2,118.47,115.83,116.25,110.78,13312300
2018-03-14,116.56,116.59,114.6,114.95,109.54,12905100
2018-03-15,115.87,116.0,114.83,115.24,109.82,8748000
2018-03-16,115.34,116.6,115.34,115.44,110.01,19888900
2018-03-19,115.1,115.45,113.3,114.53,109.14,13214900
2018-03-20,114.87,115.45,114.45,114.64,109.25,9921200
2018-03-21,114.81,116.63,114.21,114.74,109.34,13633000
2018-03-22,113.2,113.6,109.54,109.95,104.78,22550400
2018-03-23,110.27,110.92,106.76,107.01,101.97,23081500
2018-03-26,109.19,111.16,108.65,110.31,105.12,20217500
2018-03-27,111.07,111.69,107.3,108.17,103.08,18039900
2018-03-28,108.28,109.17,106.65,108.0,102.92,19189300
2018-03-29,108.5,110.78,107.78,109.97,104.8,13274600
2018-04-02,109.96,110.73,106.08,107.85,102.77,18822500
2018-04-03,108.36,109.5,107.26,109.33,104.19,14050700
2018-04-04,107.1,111.21,107.02,110.99,105.77,15302600
2018-04-05,111.63,112.83,111.39,111.88,107.16,16627000
2018-04-06,110.55,111.55,107.82,109.09,104.48,18906000
2018-04-09,110.01,112.98,109.89,110.4,105.74,15974300
2018-04-10,112.13,112.87,111.42,112.51,107.76,13951400
2018-04-11,111.66,111.81,110.52,110.62,105.95,14503300
2018-04-12,111.56,114.39,111.5,113.37,108.58,16435500
2018-04-13,115.02,115.15,109.05,110.3,105.64,39152800
2018-04-16,110.94,111.47,109.79,110.21,105.56,16580500
2018-04-17,111.37,111.92,109.99,110.21,105.56,15501400
2018-04-18,110.53,111.07,108.89,109.32,104.7,16081400
2018-04-19,109.53,111.87,109.5,111.72,107.0,17911000
2018-04-20,112.3,112.74,110.88,111.47,106.76,15584400
2018-04-23,111.57,111.95,110.63,110.93,106.25,11285800
2018-04-24,111.75,112.9,109.59,110.41,105.75,16453100
2018-04-25,110.27,110.53,108.6,109.99,105.35,13548200
2018-04-26,109.97,110.82,109.34,110.1,105.45,10299500
2018-04-27,109.55,110.16,109.13,109.4,104.78,9384000
2018-04-30,109.75,110.3,108.75,108.78,104.19,13744900
2018-05-01,108.45,108.97,107.54,108.78,104.19,10503400
2018-05-02,108.11,109.49,107.73,107.92,103.36,12162100
2018-05-03,107.59,107.77,105.18,107.24,102.71,15379100
2018-05-04,106.43,108.74,105.98,108.43,103.85,11967900
2018-05-07,108.76,109.68,108.36,109.37,104.75,9356700
2018-05-08,109.53,111.34,109.28,110.99,106.3,12543200
2018-05-09,111.44,113.64,111.03,113.41,108.62,11368100
2018-05-10,113.19,114.44,112.75,114.29,109.46,9159700
2018-05-11,114.49,114.73,113.67,113.86,109.05,10253000
2018-05-14,114.11,114.7,113.74,113.9,109.09,8710700
2018-05-15,113.91,113.91,112.57,113.03,108.26,11536200
2018-05-16,112.89,113.69,112.63,113.34,108.55,7571100
2018-05-17,113.2,113.41,112.2,112.96,108.19,8617200
2018-05-18,112.75,112.8,110.84,111.13,106.44,11806300
